playerId,name,team,position,season,situation,games_played,I_F_goals,I_F_primaryAssists,I_F_secondaryAssists,I_F_points,I_F_shotsOnGoal,I_F_blockedShotAttempts,I_F_hits,icetime,I_F_xGoals,I_F_highDangerShots,I_F_highDangerGoals,onIce_xGoalsPercentage,gameScore,I_F_assists
8480845,Rasmus Kupari,LAK,C,2021,all,5,0.0,0.0,0.0,0.0,0.0,3.0,7.0,38:57,0.07,0.0,0.0,0.61,0.14,0
8476856,Matt Dumba,MIN,D,2021,all,6,1.0,0.0,0.0,1.0,15.0,7.0,14.0,129:07,0.63,0.0,0.0,0.43,4.53,0
8478859,Niko Mikkola,STL,D,2021,all,12,0.0,0.0,1.0,1.0,7.0,10.0,36.0,187:47,0.47,1.0,0.0,0.49,-0.47,1
8475780,Chris Wagner,BOS,R,2021,all,3,0.0,0.0,0.0,0.0,3.0,2.0,7.0,31:07,0.14,0.0,0.0,0.38,0.04,0
8475745,Charlie Coyle,BOS,C,2021,all,7,2.0,2.0,2.0,6.0,10.0,5.0,18.0,117:55,1.06,3.0,1.0,0.45,2.76,4
8482113,Anton Lundell,FLA,C,2021,all,9,1.0,0.0,0.0,1.0,4.0,4.0,6.0,103:32,0.61,1.0,1.0,0.31,1.68,0
8474673,TJ Brodie,TOR,D,2021,all,7,0.0,2.0,0.0,2.0,3.0,2.0,13.0,159:30,0.33,0.0,0.0,0.51,3.92,2
8480043,Timothy Liljegren,TOR,D,2021,all,2,0.0,0.0,0.0,0.0,1.0,3.0,4.0,38:56,0.18,0.0,0.0,0.55,-0.28,0
8477942,Kevin Fiala,MIN,L,2021,all,6,0.0,1.0,2.0,3.0,15.0,6.0,1.0,105:33,0.82,0.0,0.0,0.49,2.73,3
8476891,Matt Grzelcyk,BOS,D,2021,all,5,0.0,0.0,0.0,0.0,3.0,4.0,3.0,90:47,0.12,0.0,0.0,0.46,0.42,0
8475167,Victor Hedman,TBL,D,2021,all,23,3.0,7.0,9.0,19.0,77.0,36.0,36.0,567:28,4.67,5.0,2.0,0.58,20.32,16
8480069,Cale Makar,COL,D,2021,all,20,8.0,10.0,11.0,29.0,71.0,61.0,28.0,541:24,3.44,1.0,1.0,0.64,36.38,21
8470606,Dustin Brown,LAK,R,2021,all,7,0.0,2.0,0.0,2.0,19.0,6.0,24.0,88:30,2.33,2.0,0.0,0.52,3.17,2
8477407,Anthony Duclair,FLA,L,2021,all,8,1.0,1.0,1.0,3.0,6.0,4.0,9.0,101:47,0.98,1.0,1.0,0.54,3.25,2
8480078,Filip Chytil,NYR,C,2021,all,20,7.0,0.0,2.0,9.0,45.0,11.0,14.0,267:53,4.72,6.0,2.0,0.5,11.44,2
8480009,Eeli Tolvanen,NSH,R,2021,all,3,1.0,0.0,0.0,1.0,4.0,1.0,5.0,33:11,0.33,0.0,0.0,0.28,-0.1,0
8476869,Brady Skjei,CAR,D,2021,all,14,1.0,0.0,2.0,3.0,32.0,24.0,28.0,298:36,1.51,2.0,0.0,0.43,5.8,2
8475726,Tyler Toffoli,CGY,R,2021,all,12,2.0,0.0,3.0,5.0,33.0,14.0,15.0,196:55,3.0,4.0,0.0,0.49,7.79,3
8470619,Brian Boyle,PIT,C,2021,all,6,0.0,1.0,1.0,2.0,10.0,3.0,9.0,61:31,0.78,1.0,0.0,0.48,2.05,2
8471214,Alex Ovechkin,WSH,L,2021,all,6,1.0,4.0,1.0,6.0,19.0,12.0,30.0,111:16,1.85,3.0,0.0,0.71,4.44,5
8482073,Braden Schneider,NYR,D,2021,all,20,0.0,2.0,1.0,3.0,11.0,9.0,25.0,222:54,0.79,1.0,0.0,0.35,-0.13,3
8475168,Matt Duchene,NSH,C,2021,all,4,3.0,0.0,1.0,4.0,8.0,4.0,9.0,82:53,1.51,1.0,1.0,0.5,2.72,1
8477446,Michael McCarron,NSH,R,2021,all,2,0.0,0.0,0.0,0.0,5.0,0.0,2.0,22:37,0.27,0.0,0.0,0.31,-0.47,0
8479323,Adam Fox,NYR,D,2021,all,20,5.0,10.0,8.0,23.0,42.0,31.0,17.0,532:49,2.84,3.0,1.0,0.47,18.6,18
8478233,Andrew Mangiapane,CGY,L,2021,all,12,3.0,3.0,0.0,6.0,27.0,8.0,17.0,186:58,3.48,2.0,1.0,0.62,11.7,3
8470604,Jeff Carter,PIT,C,2021,all,7,4.0,1.0,0.0,5.0,23.0,5.0,14.0,122:03,3.19,6.0,3.0,0.53,2.89,1
8476438,Brandon Saad,STL,L,2021,all,12,2.0,0.0,3.0,5.0,23.0,5.0,6.0,198:24,3.26,3.0,1.0,0.54,3.73,3
8476921,Jordan Martinook,CAR,L,2021,all,6,0.0,1.0,0.0,1.0,9.0,1.0,13.0,59:41,1.24,2.0,0.0,0.74,3.0,1
8481560,Arthur Kaliyev,LAK,R,2021,all,7,0.0,0.0,0.0,0.0,15.0,4.0,3.0,83:20,1.26,0.0,0.0,0.7,1.37,0
8480980,Connor Dewar,MIN,C,2021,all,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10:39,0.1,0.0,0.0,0.82,0.38,0
8479291,Kevin Rooney,NYR,C,2021,all,15,0.0,2.0,0.0,2.0,18.0,7.0,38.0,178:55,1.33,1.0,0.0,0.37,-0.2,2
8480036,Miro Heiskanen,DAL,D,2021,all,7,1.0,1.0,1.0,3.0,20.0,14.0,10.0,179:07,0.89,0.0,0.0,0.41,1.75,2
8479661,Tanner Jeannot,NSH,L,2021,all,4,0.0,0.0,1.0,1.0,5.0,4.0,16.0,68:27,0.49,1.0,0.0,0.2,-0.36,1
8475747,Patrik Nemeth,NYR,D,2021,all,5,0.0,0.0,0.0,0.0,4.0,3.0,8.0,78:58,0.26,0.0,0.0,0.47,-0.8,0
8480802,Ryan McLeod,EDM,C,2021,all,16,3.0,0.0,1.0,4.0,30.0,3.0,12.0,232:49,3.18,5.0,1.0,0.43,6.12,1
8475793,Ryan Johansen,NSH,C,2021,all,4,0.0,2.0,0.0,2.0,2.0,1.0,11.0,67:38,0.47,1.0,0.0,0.36,-0.62,2
8478046,Danton Heinen,PIT,L,2021,all,7,3.0,0.0,0.0,3.0,18.0,4.0,12.0,108:37,2.33,2.0,1.0,0.62,3.9,0
8478975,Mason Marchment,FLA,L,2021,all,4,1.0,0.0,0.0,1.0,9.0,4.0,21.0,61:38,0.94,0.0,0.0,0.44,3.19,0
8478366,Frank Vatrano,NYR,C,2021,all,20,5.0,5.0,3.0,13.0,41.0,13.0,40.0,302:20,3.18,3.0,1.0,0.38,7.77,8
8480113,Alex Iafallo,LAK,L,2021,all,7,1.0,2.0,1.0,4.0,23.0,6.0,6.0,122:15,1.54,2.0,0.0,0.43,3.92,3
8475160,Kyle Clifford,TOR,L,2021,all,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0:49,0.0,0.0,0.0,0.0,-0.15,0
8478115,Pierre Engvall,TOR,L,2021,all,7,0.0,2.0,1.0,3.0,12.0,6.0,17.0,106:02,1.46,2.0,0.0,0.55,2.3,3
8481059,Scott Perunovich,STL,D,2021,all,7,0.0,1.0,3.0,4.0,2.0,1.0,3.0,75:45,0.08,0.0,0.0,0.57,2.0,4
8476885,Jacob Trouba,NYR,D,2021,all,20,1.0,0.0,4.0,5.0,55.0,35.0,73.0,489:13,1.75,1.0,0.0,0.4,4.63,4
8479410,Mikhail Sergachev,TBL,D,2021,all,23,2.0,3.0,5.0,10.0,26.0,29.0,52.0,512:21,1.22,0.0,0.0,0.54,8.8,8
8478416,Erik Cernak,TBL,D,2021,all,23,1.0,1.0,0.0,2.0,22.0,25.0,84.0,444:29,0.65,0.0,0.0,0.35,4.3,1
8481580,Connor McMichael,WSH,C,2021,all,4,0.0,0.0,1.0,1.0,1.0,1.0,5.0,25:35,0.16,0.0,0.0,0.45,0.33,1
